image_name,object,x_cen,y_cen,w,h
\agri_0_14.jpeg,0,0.419922,0.791016,0.078125,0.066406
\agri_0_1420.jpeg,1,0.530273,0.460938,0.939453,0.625
\agri_0_1420.jpeg,1,0.78418,0.886719,0.431641,0.21875
\agri_0_1463.jpeg,0,0.544922,0.474609,0.730469,0.898438
\agri_0_1477.jpeg,0,0.421875,0.413086,0.71875,0.666016
\agri_0_1494.jpeg,1,0.527344,0.499023,0.941406,0.943359
\agri_0_1499.jpeg,0,0.733398,0.676758,0.052734,0.044922
\agri_0_1499.jpeg,0,0.874023,0.790039,0.064453,0.080078
\agri_0_1499.jpeg,0,0.366211,0.855469,0.056641,0.058594
\agri_0_1499.jpeg,0,0.255859,0.886719,0.066406,0.054688
\agri_0_1499.jpeg,0,0.326172,0.750977,0.109375,0.064453
\agri_0_1499.jpeg,0,0.671875,0.392578,0.058594,0.0625
\agri_0_1499.jpeg,0,0.922852,0.200195,0.076172,0.154297
\agri_0_1499.jpeg,0,0.257812,0.317383,0.222656,0.107422
\agri_0_1499.jpeg,0,0.463867,0.208984,0.048828,0.128906
\agri_0_1499.jpeg,0,0.789062,0.050781,0.042969,0.050781
\agri_0_1499.jpeg,0,0.80957,0.202148,0.044922,0.056641
\agri_0_1508.jpeg,1,0.578125,0.428711,0.765625,0.501953
\agri_0_1509.jpeg,1,0.496094,0.500977,0.742188,0.498047
\agri_0_151.jpeg,1,0.450195,0.53418,0.189453,0.306641
\agri_0_151.jpeg,1,0.856445,0.360352,0.255859,0.287109
\agri_0_1512.jpeg,1,0.477539,0.539062,0.658203,0.445312
\agri_0_1515.jpeg,0,0.571289,0.475586,0.779297,0.900391
\agri_0_1518.jpeg,1,0.5625,0.560547,0.640625,0.519531
\agri_0_1518.jpeg,1,0.594727,0.181641,0.701172,0.238281
\agri_0_1518.jpeg,1,0.759766,0.386719,0.261719,0.164062
\agri_0_1530.jpeg,0,0.537109,0.500977,0.835938,0.677734
\agri_0_1543.jpeg,0,0.494141,0.47168,0.984375,0.869141
\agri_0_156.jpeg,1,0.44043,0.53125,0.810547,0.921875
\agri_0_1564.jpeg,0,0.485352,0.518555,0.966797,0.962891
\agri_0_1570.jpeg,1,0.525391,0.458984,0.753906,0.75
\agri_0_1572.jpeg,1,0.304688,0.117188,0.160156,0.109375
\agri_0_1572.jpeg,1,0.657227,0.439453,0.591797,0.484375
\agri_0_1572.jpeg,1,0.163086,0.588867,0.298828,0.498047
\agri_0_1590.jpeg,1,0.666992,0.724609,0.404297,0.449219
\agri_0_1590.jpeg,1,0.918945,0.333008,0.158203,0.318359
\agri_0_1590.jpeg,1,0.117188,0.704102,0.207031,0.314453
\agri_0_1590.jpeg,1,0.351562,0.426758,0.320312,0.201172
\agri_0_1610.jpeg,1,0.46875,0.483398,0.898438,0.916016
\agri_0_1612.jpeg,1,0.34375,0.509766,0.296875,0.59375
\agri_0_1619.jpeg,0,0.490234,0.507812,0.65625,0.457031
\agri_0_1627.jpeg,1,0.573242,0.480469,0.853516,0.722656
\agri_0_1630.jpeg,0,0.4375,0.514648,0.824219,0.970703
\agri_0_164.jpeg,0,0.40625,0.416016,0.769531,0.828125
\agri_0_1642.jpeg,1,0.508789,0.371094,0.982422,0.636719
\agri_0_1642.jpeg,1,0.147461,0.832031,0.267578,0.222656
\agri_0_1677.jpeg,1,0.500977,0.444336,0.748047,0.646484
\agri_0_1677.jpeg,1,0.833008,0.858398,0.333984,0.283203
\agri_0_1692.jpeg,1,0.324219,0.739258,0.347656,0.373047
\agri_0_1692.jpeg,1,0.081055,0.375977,0.158203,0.376953
\agri_0_1692.jpeg,1,0.885742,0.708008,0.197266,0.361328
\agri_0_1693.jpeg,0,0.480469,0.384766,0.777344,0.730469
\agri_0_1707.jpeg,1,0.256836,0.322266,0.412109,0.523438
\agri_0_172.jpeg,1,0.444336,0.576172,0.748047,0.4375
\agri_0_1722.jpeg,0,0.503906,0.388672,0.914062,0.714844
\agri_0_1729.jpeg,1,0.411133,0.5625,0.755859,0.828125
\agri_0_1731.jpeg,1,0.542969,0.539062,0.738281,0.503906
\agri_0_1750.jpeg,0,0.486328,0.573242,0.910156,0.494141
\agri_0_177.jpeg,0,0.50293,0.483398,0.630859,0.630859
\agri_0_1771.jpeg,0,0.498047,0.518555,0.953125,0.560547
\agri_0_1779.jpeg,1,0.375977,0.415039,0.748047,0.826172
\agri_0_1779.jpeg,1,0.887695,0.617188,0.169922,0.183594
\agri_0_1784.jpeg,1,0.560547,0.443359,0.585938,0.527344
\agri_0_1788.jpeg,1,0.165039,0.129883,0.326172,0.240234
\agri_0_1788.jpeg,1,0.522461,0.564453,0.912109,0.644531
\agri_0_1793.jpeg,0,0.472656,0.481445,0.746094,0.794922
\agri_0_1806.jpeg,1,0.658203,0.449219,0.683594,0.601562
\agri_0_1806.jpeg,1,0.149414,0.269531,0.294922,0.273438
\agri_0_1810.jpeg,0,0.583008,0.505859,0.763672,0.832031
\agri_0_1814.jpeg,0,0.509766,0.509766,0.980469,0.777344
\agri_0_1815.jpeg,1,0.801758,0.87793,0.396484,0.236328
\agri_0_1815.jpeg,1,0.525391,0.454102,0.949219,0.591797
\agri_0_1830.jpeg,0,0.448242,0.446289,0.771484,0.888672
\agri_0_1835.jpeg,0,0.533203,0.382812,0.757812,0.75
\agri_0_1841.jpeg,1,0.535156,0.431641,0.679688,0.472656
\agri_0_1849.jpeg,0,0.600586,0.569336,0.677734,0.470703
\agri_0_1851.jpeg,1,0.570312,0.418945,0.363281,0.337891
\agri_0_1852.jpeg,0,0.402344,0.546875,0.109375,0.179688
\agri_0_1852.jpeg,0,0.213867,0.836914,0.123047,0.181641
\agri_0_1852.jpeg,0,0.172852,0.091797,0.099609,0.097656
\agri_0_1852.jpeg,0,0.175781,0.191406,0.09375,0.0625
\agri_0_1852.jpeg,0,0.487305,0.145508,0.076172,0.064453
\agri_0_1852.jpeg,0,0.65918,0.319336,0.056641,0.083984
\agri_0_1852.jpeg,0,0.942383,0.586914,0.091797,0.267578
\agri_0_1852.jpeg,0,0.786133,0.724609,0.064453,0.078125
\agri_0_1852.jpeg,0,0.887695,0.827148,0.080078,0.072266
\agri_0_1852.jpeg,0,0.670898,0.720703,0.060547,0.058594
\agri_0_1852.jpeg,0,0.196289,0.563477,0.087891,0.095703
\agri_0_1852.jpeg,0,0.776367,0.09375,0.072266,0.085938
\agri_0_1852.jpeg,0,0.916992,0.300781,0.064453,0.050781
\agri_0_1852.jpeg,1,0.9375,0.077148,0.125,0.138672
\agri_0_1858.jpeg,0,0.530273,0.512695,0.712891,0.498047
\agri_0_1859.jpeg,0,0.523438,0.524414,0.945312,0.802734
\agri_0_1862.jpeg,0,0.500977,0.417969,0.998047,0.832031
\agri_0_1868.jpeg,1,0.523438,0.522461,0.894531,0.927734
\agri_0_1873.jpeg,0,0.540039,0.49707,0.849609,0.681641
\agri_0_1878.jpeg,0,0.492188,0.500977,0.933594,0.943359
\agri_0_1882.jpeg,1,0.469727,0.566406,0.763672,0.867188
\agri_0_1885.jpeg,1,0.525391,0.489258,0.851562,0.919922
\agri_0_1888.jpeg,0,0.555664,0.541992,0.818359,0.912109
\agri_0_1908.jpeg,1,0.547852,0.511719,0.583984,0.601562
\agri_0_1909.jpeg,0,0.427734,0.412109,0.378906,0.46875
\agri_0_1926.jpeg,0,0.500977,0.476562,0.998047,0.949219
\agri_0_1928.jpeg,0,0.500977,0.441406,0.998047,0.863281
\agri_0_1929.jpeg,0,0.501953,0.453125,0.882812,0.605469
\agri_0_1932.jpeg,0,0.495117,0.492188,0.955078,0.972656
\agri_0_1941.jpeg,1,0.548828,0.501953,0.597656,0.539062
\agri_0_1945.jpeg,0,0.558594,0.46875,0.648438,0.59375
\agri_0_1955.jpeg,0,0.513672,0.481445,0.863281,0.923828
\agri_0_1959.jpeg,0,0.503906,0.466797,0.941406,0.5625
\agri_0_1960.jpeg,0,0.536133,0.436523,0.748047,0.751953
\agri_0_1961.jpeg,1,0.490234,0.568359,0.695312,0.597656
\agri_0_1966.jpeg,1,0.479492,0.581055,0.361328,0.423828
\agri_0_1985.jpeg,1,0.436523,0.424805,0.443359,0.244141
\agri_0_1988.jpeg,1,0.516602,0.527344,0.919922,0.859375
\agri_0_1990.jpeg,0,0.458984,0.631836,0.914062,0.482422
\agri_0_1992.jpeg,1,0.466797,0.450195,0.683594,0.451172
\agri_0_1993.jpeg,1,0.459961,0.561523,0.916016,0.447266
\agri_0_1993.jpeg,1,0.135742,0.201172,0.248047,0.261719
\agri_0_2001.jpeg,1,0.541992,0.577148,0.623047,0.712891
\agri_0_203.jpeg,1,0.467773,0.53418,0.517578,0.357422
\agri_0_2034.jpeg,0,0.507812,0.474609,0.871094,0.753906
\agri_0_2040.jpeg,1,0.483398,0.521484,0.580078,0.375
\agri_0_2077.jpeg,0,0.472656,0.485352,0.742188,0.701172
\agri_0_2082.jpeg,1,0.583984,0.454102,0.820312,0.783203
\agri_0_2088.jpeg,0,0.508789,0.447266,0.982422,0.800781
\agri_0_2095.jpeg,0,0.513672,0.493164,0.9375,0.716797
\agri_0_2121.jpeg,0,0.494141,0.43457,0.980469,0.841797
\agri_0_2136.jpeg,1,0.518555,0.349609,0.755859,0.65625
\agri_0_2144.jpeg,1,0.539062,0.418945,0.507812,0.341797
\agri_0_2158.jpeg,1,0.417969,0.570312,0.3125,0.34375
\agri_0_2158.jpeg,1,0.733398,0.40625,0.119141,0.207031
\agri_0_2158.jpeg,1,0.072266,0.242188,0.136719,0.234375
\agri_0_2159.jpeg,0,0.036133,0.254883,0.068359,0.068359
\agri_0_2159.jpeg,0,0.305664,0.693359,0.095703,0.113281
\agri_0_2159.jpeg,0,0.919922,0.81543,0.097656,0.142578
\agri_0_2159.jpeg,0,0.318359,0.245117,0.109375,0.068359
\agri_0_2159.jpeg,0,0.871094,0.21582,0.0625,0.072266
\agri_0_2159.jpeg,0,0.262695,0.12207,0.064453,0.044922
\agri_0_2159.jpeg,0,0.368164,0.146484,0.060547,0.058594
\agri_0_2159.jpeg,0,0.669922,0.601562,0.058594,0.046875
\agri_0_2159.jpeg,0,0.188477,0.682617,0.064453,0.087891
\agri_0_2159.jpeg,0,0.460938,0.819336,0.0625,0.044922
\agri_0_2161.jpeg,0,0.500977,0.620117,0.548828,0.294922
\agri_0_2180.jpeg,0,0.543945,0.582031,0.779297,0.617188
\agri_0_2204.jpeg,1,0.489258,0.464844,0.947266,0.925781
\agri_0_221.jpeg,0,0.514648,0.486328,0.970703,0.96875
\agri_0_2221.jpeg,0,0.480469,0.491211,0.820312,0.693359
\agri_0_2226.jpeg,0,0.501953,0.489258,0.96875,0.974609
\agri_0_2228.jpeg,1,0.597656,0.483398,0.429688,0.623047
\agri_0_223.jpeg,1,0.491211,0.487305,0.943359,0.943359
\agri_0_224.jpeg,1,0.573242,0.479492,0.771484,0.927734
\agri_0_2244.jpeg,1,0.567383,0.55957,0.369141,0.330078
\agri_0_2256.jpeg,0,0.539062,0.536133,0.640625,0.513672
\agri_0_2263.jpeg,0,0.469727,0.506836,0.935547,0.865234
\agri_0_2271.jpeg,0,0.500977,0.416992,0.998047,0.806641
\agri_0_2278.jpeg,0,0.556641,0.474609,0.886719,0.796875
\agri_0_2320.jpeg,1,0.630859,0.65332,0.261719,0.357422
\agri_0_2322.jpeg,0,0.478516,0.532227,0.738281,0.919922
\agri_0_2323.jpeg,0,0.484375,0.408203,0.964844,0.8125
\agri_0_2326.jpeg,1,0.526367,0.404297,0.912109,0.804688
\agri_0_2330.jpeg,0,0.50293,0.461914,0.845703,0.759766
\agri_0_2332.jpeg,0,0.505859,0.428711,0.902344,0.724609
\agri_0_2345.jpeg,1,0.884766,0.869141,0.230469,0.246094
\agri_0_2345.jpeg,1,0.337891,0.489258,0.671875,0.330078
\agri_0_2345.jpeg,1,0.838867,0.259766,0.322266,0.296875
\agri_0_2363.jpeg,0,0.503906,0.504883,0.832031,0.896484
\agri_0_237.jpeg,0,0.479492,0.53125,0.845703,0.8125
\agri_0_237.jpeg,0,0.644531,0.172852,0.710938,0.341797
\agri_0_2370.jpeg,1,0.532227,0.505859,0.759766,0.71875
\agri_0_2385.jpeg,1,0.479492,0.605469,0.478516,0.328125
\agri_0_2385.jpeg,1,0.249023,0.364258,0.240234,0.181641
\agri_0_2385.jpeg,1,0.505859,0.203125,0.28125,0.253906
\agri_0_2385.jpeg,1,0.212891,0.199219,0.242188,0.171875
\agri_0_2390.jpeg,1,0.535156,0.487305,0.515625,0.326172
\agri_0_2393.jpeg,1,0.439453,0.463867,0.839844,0.611328
\agri_0_2400.jpeg,1,0.478516,0.553711,0.804688,0.892578
\agri_0_2405.jpeg,0,0.5,0.566406,0.996094,0.867188
\agri_0_2407.jpeg,0,0.504883,0.478516,0.892578,0.855469
\agri_0_2438.jpeg,0,0.489258,0.486328,0.638672,0.457031
\agri_0_2441.jpeg,0,0.517578,0.500977,0.964844,0.990234
\agri_0_2442.jpeg,0,0.535156,0.480469,0.929688,0.929688
\agri_0_2450.jpeg,1,0.548828,0.507812,0.769531,0.769531
\agri_0_2465.jpeg,1,0.490234,0.516602,0.78125,0.673828
\agri_0_2469.jpeg,1,0.509766,0.52832,0.917969,0.626953
\agri_0_2471.jpeg,0,0.492188,0.46875,0.910156,0.878906
\agri_0_248.jpeg,1,0.433594,0.522461,0.511719,0.658203
\agri_0_2484.jpeg,0,0.207031,0.390625,0.074219,0.050781
\agri_0_2484.jpeg,0,0.455078,0.399414,0.066406,0.052734
\agri_0_2484.jpeg,0,0.701172,0.232422,0.074219,0.0625
\agri_0_2484.jpeg,0,0.173828,0.466797,0.09375,0.046875
\agri_0_2484.jpeg,0,0.688477,0.548828,0.134766,0.089844
\agri_0_2484.jpeg,0,0.833008,0.494141,0.095703,0.125
\agri_0_2484.jpeg,0,0.902344,0.364258,0.078125,0.095703
\agri_0_2484.jpeg,0,0.824219,0.226562,0.078125,0.125
\agri_0_2484.jpeg,0,0.545898,0.708008,0.126953,0.080078
\agri_0_2484.jpeg,0,0.59082,0.824219,0.130859,0.113281
\agri_0_2484.jpeg,0,0.90918,0.932617,0.130859,0.115234
\agri_0_249.jpeg,0,0.439453,0.548828,0.707031,0.601562
\agri_0_2495.jpeg,1,0.53418,0.401367,0.576172,0.392578
\agri_0_2498.jpeg,1,0.510742,0.526367,0.904297,0.626953
\agri_0_2513.jpeg,1,0.367188,0.34375,0.328125,0.34375
\agri_0_2521.jpeg,0,0.530273,0.429688,0.939453,0.847656
\agri_0_2522.jpeg,1,0.554688,0.445312,0.554688,0.351562
\agri_0_2525.jpeg,0,0.501953,0.496094,0.957031,0.941406
\agri_0_2530.jpeg,1,0.506836,0.481445,0.919922,0.822266
\agri_0_2533.jpeg,0,0.333984,0.243164,0.082031,0.087891
\agri_0_2533.jpeg,0,0.56543,0.286133,0.138672,0.142578
\agri_0_2533.jpeg,0,0.227539,0.501953,0.103516,0.082031
\agri_0_2533.jpeg,0,0.25293,0.621094,0.103516,0.066406
\agri_0_2533.jpeg,0,0.609375,0.470703,0.113281,0.132812
\agri_0_2533.jpeg,0,0.773438,0.570312,0.160156,0.167969
\agri_0_2533.jpeg,0,0.637695,0.829102,0.138672,0.201172
\agri_0_2533.jpeg,0,0.826172,0.856445,0.132812,0.056641
\agri_0_2533.jpeg,0,0.804688,0.763672,0.078125,0.066406
\agri_0_2533.jpeg,0,0.446289,0.40918,0.099609,0.099609
\agri_0_2545.jpeg,1,0.47168,0.626953,0.767578,0.621094
\agri_0_2545.jpeg,1,0.520508,0.145508,0.876953,0.275391
\agri_0_2547.jpeg,1,0.441406,0.47168,0.367188,0.505859
\agri_0_2549.jpeg,1,0.443359,0.568359,0.363281,0.429688
\agri_0_2550.jpeg,0,0.381836,0.522461,0.658203,0.595703
\agri_0_2550.jpeg,0,0.673828,0.182617,0.488281,0.283203
\agri_0_2550.jpeg,0,0.847656,0.522461,0.304688,0.705078
\agri_0_2551.jpeg,0,0.501953,0.512695,0.960938,0.470703
\agri_0_2567.jpeg,0,0.491211,0.469727,0.916016,0.900391
\agri_0_2582.jpeg,0,0.499023,0.503906,0.912109,0.792969
\agri_0_2595.jpeg,1,0.415039,0.425781,0.767578,0.691406
\agri_0_2604.jpeg,1,0.538086,0.566406,0.701172,0.605469
\agri_0_2606.jpeg,1,0.616211,0.65918,0.318359,0.392578
\agri_0_2633.jpeg,0,0.689453,0.418945,0.128906,0.095703
\agri_0_2633.jpeg,0,0.699219,0.617188,0.078125,0.148438
\agri_0_2633.jpeg,0,0.28125,0.855469,0.070312,0.101562
\agri_0_2633.jpeg,0,0.692383,0.27832,0.181641,0.123047
\agri_0_2633.jpeg,0,0.675781,0.128906,0.242188,0.148438
\agri_0_2633.jpeg,0,0.34082,0.19043,0.076172,0.060547
\agri_0_2633.jpeg,0,0.180664,0.553711,0.076172,0.080078
\agri_0_2633.jpeg,0,0.757812,0.818359,0.140625,0.109375
\agri_0_2633.jpeg,0,0.879883,0.526367,0.095703,0.083984
\agri_0_2639.jpeg,0,0.49707,0.455078,0.919922,0.566406
\agri_0_2644.jpeg,0,0.402344,0.435547,0.789062,0.753906
\agri_0_2644.jpeg,0,0.709961,0.746094,0.404297,0.507812
\agri_0_2649.jpeg,0,0.486328,0.427734,0.730469,0.570312
\agri_0_2653.jpeg,1,0.46582,0.573242,0.685547,0.583984
\agri_0_2654.jpeg,0,0.495117,0.399414,0.904297,0.544922
\agri_0_2670.jpeg,1,0.53125,0.476562,0.429688,0.726562
\agri_0_2675.jpeg,0,0.416016,0.500977,0.824219,0.962891
\agri_0_2675.jpeg,0,0.713867,0.457031,0.486328,0.609375
\agri_0_2681.jpeg,0,0.422852,0.600586,0.693359,0.439453
\agri_0_2685.jpeg,1,0.457031,0.529297,0.207031,0.324219
\agri_0_2685.jpeg,1,0.832031,0.338867,0.308594,0.306641
\agri_0_2686.jpeg,0,0.516602,0.510742,0.744141,0.525391
\agri_0_2692.jpeg,0,0.4375,0.459961,0.761719,0.892578
\agri_0_2694.jpeg,1,0.536133,0.550781,0.705078,0.464844
\agri_0_2697.jpeg,1,0.527344,0.550781,0.539062,0.457031
\agri_0_270.jpeg,1,0.450195,0.585938,0.685547,0.6875
\agri_0_2714.jpeg,0,0.494141,0.544922,0.984375,0.773438
\agri_0_272.jpeg,0,0.486328,0.535156,0.5625,0.378906
\agri_0_2722.jpeg,1,0.535156,0.551758,0.828125,0.748047
\agri_0_2727.jpeg,1,0.461914,0.382812,0.685547,0.5625
\agri_0_2735.jpeg,0,0.517578,0.495117,0.761719,0.818359
\agri_0_2735.jpeg,0,0.830078,0.706055,0.339844,0.486328
\agri_0_2749.jpeg,1,0.517578,0.37793,0.757812,0.740234
\agri_0_2751.jpeg,0,0.524414,0.491211,0.943359,0.884766
\agri_0_2769.jpeg,1,0.489258,0.482422,0.833984,0.5
\agri_0_277.jpeg,1,0.461914,0.450195,0.248047,0.357422
\agri_0_277.jpeg,1,0.84668,0.642578,0.279297,0.238281
\agri_0_2772.jpeg,1,0.522461,0.667969,0.708984,0.53125
\agri_0_2774.jpeg,0,0.628906,0.65918,0.09375,0.083984
\agri_0_2774.jpeg,0,0.797852,0.602539,0.072266,0.052734
\agri_0_2774.jpeg,0,0.306641,0.697266,0.066406,0.0625
\agri_0_2774.jpeg,0,0.613281,0.876953,0.160156,0.15625
\agri_0_2774.jpeg,0,0.323242,0.553711,0.060547,0.056641
\agri_0_2774.jpeg,0,0.921875,0.867188,0.15625,0.148438
\agri_0_2774.jpeg,0,0.666016,0.537109,0.066406,0.046875
\agri_0_2774.jpeg,0,0.568359,0.489258,0.066406,0.072266
\agri_0_2774.jpeg,0,0.666016,0.462891,0.066406,0.050781
\agri_0_2774.jpeg,0,0.744141,0.518555,0.058594,0.052734
\agri_0_2774.jpeg,0,0.106445,0.393555,0.076172,0.056641
\agri_0_2774.jpeg,0,0.180664,0.174805,0.068359,0.056641
\agri_0_2774.jpeg,0,0.612305,0.186523,0.068359,0.076172
\agri_0_2774.jpeg,0,0.803711,0.150391,0.111328,0.160156
\agri_0_2774.jpeg,0,0.776367,0.345703,0.142578,0.132812
\agri_0_2774.jpeg,0,0.910156,0.418945,0.15625,0.083984
\agri_0_2786.jpeg,1,0.504883,0.494141,0.658203,0.398438
\agri_0_2792.jpeg,0,0.699219,0.635742,0.070312,0.068359
